,name,text,top3_description,top3_description_scibert
605,1b4ac2bc54435ae4.json,Project Workflow 2 Input Dataset Input dataset Input Dataset Input dataset Input Dataset Input dataset Input Dataset Input dataset Input Dataset Input dataset Input Dataset Input dataset FASTQ Groomer output_file fastq_groomer FASTQ Groomer output_file fastq_groomer FASTQ Groomer output_file fastq_groomer FASTQ Groomer output_file fastq_groomer FASTQ Groomer output_file fastq_groomer FASTQ Groomer output_file fastq_groomer Bowtie2 output bowtie2 Bowtie2 output bowtie2 Bowtie2 output bowtie2 AddOrReplaceReadGroups outFile picard AddOrReplaceReadGroups outFile picard AddOrReplaceReadGroups outFile picard FreeBayes output_vcf freebayes ANNOVAR Annotate VCF output table_annovar VCFfilter: out_file1 vcffilter Group out_file1 Group out_file1 VCFfilter: out_file1 vcffilter VCFfilter: out_file1 vcffilter VCFfilter: out_file1 vcffilter VCFfilter: out_file1 vcffilter VCFfilter: out_file1 vcffilter ANNOVAR Annotate VCF output table_annovar Sort out_file1 Sort out_file1 Group out_file1 Group out_file1 Group out_file1 Group out_file1 Group out_file1 Group out_file1 Group out_file1 Group out_file1 Group out_file1 Group out_file1 Group out_file1 Group out_file1 Group out_file1 Group out_file1 Group out_file1 Group out_file1 Group out_file1 Group out_file1 Group out_file1 Group out_file1 Group out_file1 Group out_file1 Sort out_file1 Sort out_file1,"[999, 862, 158]","[557, 584, 158]"
606,8ea5aaa1cc088077.json,imported: QualStats-Boxplot-Distribution_tests_lj Compute quality statistics output fastx_quality_statistics Draw quality score boxplot output fastq_quality_boxplot Draw nucleotides distribution chart output fastx_nucleotides_distribution,"[881, 630, 5]","[881, 630, 635]"
607,b8fdf05ec7540510.json,Create MEME-ChIP input FASTA file (500bp centered regions) from MACS2 summits.bed file Input Dataset Input dataset Compute out_file1 column_maker Compute out_file1 column_maker Cut out_file1 Extract Genomic DNA output extract_genomic_dna,"[554, 332, 861]","[332, 554, 889]"
608,b4f04171e8de02ce.json,Workflow constructed from history 'Unnamed history' Input dataset Input dataset Input dataset Input dataset Input dataset Input dataset Input dataset Input dataset Input dataset Input dataset Input dataset Input dataset Input dataset Input dataset Input dataset Input dataset Input dataset FASTA-to-Tabular output fasta_to_tabular,"[804, 612, 534]","[601, 612, 88]"
609,de2861cdbd4e29ce.json,"Bioinformatics Assignment - Alternative aligner: m1903050 NGS0001.R1.fastq.qz Input dataset NGS0001.R2.fastq.qz Input dataset annotation.bed Input dataset wANNOVAR genome annotation - query.output.genome_summary.txt Input dataset SnpEff databases: snpeff_dbs snpeff SnpEff download: snpeff_db snpeff adapters contaminants limits FastQC html_file text_file fastqc adapters contaminants limits FastQC html_file text_file fastqc Trimmomatic fastq_out_r1_paired fastq_out_r2_paired fastq_out_r1_unpaired fastq_out_r2_unpaired trimmomatic input Filter out_file1 adapters contaminants limits FastQC html_file text_file fastqc adapters contaminants limits FastQC html_file text_file fastqc Bowtie2 output mapping_stats bowtie2 MarkDuplicates metrics_file outFile picard Samtools flagstat output1 samtools_flagstat bed_file Filter SAM or BAM, output SAM or BAM output1 samtool_filter2 Samtools flagstat output1 samtools_flagstat BAM-to-SAM output1 bam_to_sam CollectInsertSizeMetrics outFile histFile picard Samtools idxstats output samtools_idxstats FreeBayes output_vcf freebayes Compute both the depth and breadth of coverage output bedtools BAM-to-SAM output1 bam_to_sam VCFfilter: out_file1 vcffilter Sort outfile text_processing SnpSift Variant Type output log snpsift Summary Statistics out_file1 intervals transcripts SnpEff eff: snpeff_output statsFile csvFile snpeff SnpSift Extract Fields output snpsift SnpSift Filter output snpsift SnpSift Extract Fields output snpsift runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool Filter runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool Filter SAM or BAM, output SAM or BAM runtime parameter for tool SnpEff eff: runtime parameter for tool SnpEff eff: NGS0001.R1.fastq.qz NGS0001.R2.fastq.qz annotation.bed wANNOVAR genome annotation - query.output.genome_summary.txt wANNOVAR genome annotation - Exonic variants not seen in 1000Genomes Bowtie2 on input dataset(s): alignments","[924, 114, 490]","[924, 114, 441]"
610,d0981820adf9c7d2.json,"Workflow constructed from history 'K22063917 Assignment attempt FINAL - using wANNOVAR' annotation.bed Input dataset NGS0001.R1.fastq.qz Input dataset NGS0001.R2.fastq.qz Input dataset query.output.exome_summary 5th attempt.txt Input dataset FastQC html_file text_file fastqc FastQC html_file text_file fastqc Trimmomatic fastq_out_r1_paired fastq_out_r2_paired fastq_out_r1_unpaired fastq_out_r2_unpaired trimmomatic Filter out_file1 Filter out_file1 Filter out_file1 Filter out_file1 Filter out_file1 Filter out_file1 Filter out_file1 Filter out_file1 FastQC html_file text_file fastqc FastQC html_file text_file fastqc Map with BWA-MEM bam_output bwa MarkDuplicates metrics_file outFile picard Filter SAM or BAM, output SAM or BAM output1 samtool_filter2 Flagstat output1 samtools_flagstat Flagstat output1 samtools_flagstat BAM-to-SAM output1 bam_to_sam IdxStats output samtools_idxstats CollectInsertSizeMetrics outFile histFile picard Compute both the depth and breadth of coverage output bedtools FreeBayes output_vcf freebayes Sort out_file1 VCFfilter: out_file1 vcffilter VCFfilter: out_file1 vcffilter VCFfilter: out_file1 vcffilter bcftools stats output_file bcftools_stats Summary Statistics out_file1 annotation.bed NGS0001.R1.fastq.qz NGS0001.R2.fastq.qz query.output.exome_summary 5th attempt.txt","[1, 29, 726]","[1, 29, 726]"
611,0fa2ce12c2874b1d.json,Peter van Heusden SARS-CoV-2 Illumina Amplicon pipeline - iVar bas (release v0.2) Paired read collection for samples Input dataset collection Reference FASTA Input dataset Primer BED Input dataset Read fraction to call variant Input parameter Minimum quality score to call base Input parameter fastp output_paired_coll report_html report_json fastp Text transformation output text_processing Map with BWA-MEM bam_output bwa Samtools stats output samtools_stats Samtools view outputsam samtools_view QualiMap BamQC raw_data output_html qualimap_bamqc input_bam primer ivar trim output_bam ivar_trim Flatten collection output ivar variants output_variants_tabular output_variants_vcf ivar_variants ivar consensus consensus ivar_consensus MultiQC stats html_report multiqc intervals transcripts SnpEff eff: snpeff_output statsFile snpeff_sars_cov_2 Text transformation output text_processing inputs Concatenate datasets out_file1 text_processing input1 Pangolin output1 pangolin input_fasta Nextclade report_tsv nextclade COVID-19 ARTIC iwc runtime parameter for tool ivar trim runtime parameter for tool ivar trim runtime parameter for tool SnpEff eff: runtime parameter for tool SnpEff eff: runtime parameter for tool Concatenate datasets runtime parameter for tool Pangolin runtime parameter for tool Nextclade Paired read collection for samples Reference FASTA Primer BED Read fraction to call variant Minimum quality score to call base fastp: Trimmed Illumina Reads Rename reference to NC_045512.2 primer_trimmed_bam ivar_variants_tabular Quality Control Report bamqc_report_html Annotated variants snpeff_annotated_vcf Consensus genome (masked for depth) ivar_consensus_genome combined_multifasta all_samples_pangolin all_samples_nextclade,"[945, 43, 552]","[43, 945, 234]"
612,44b27a1296633366.json,Workflow constructed from history 'HGVS & ASHG 2011 SNP Galaxy poster' Input Dataset Input dataset Input Dataset Input dataset Input Dataset Input dataset Input Dataset Input dataset Input Dataset Input dataset Input Dataset Input dataset Input Dataset Input dataset Filter out_file1 Merge output merge Select out_file1 Filter out_file1 hgv_codingSnps Add column out_file1 Intersect output intersect Intersect output intersect Intersect output intersect Intersect output intersect Merge output merge Select out_file1 Merge Columns out_file1 Join two Datasets out_file1 hgv_sift CTD out_file1 ctd_batch Select out_file1 SNP,"[911, 989, 196]","[601, 533, 762]"
613,7c3b5398dd05a6a5.json,"Tophat - Cuffdiff (paired-end, fastq) singlePaired TopHat for Illumina insertions deletions junctions accepted_hits tophat singlePaired TopHat for Illumina insertions deletions junctions accepted_hits tophat Cufflinks genes_expression transcripts_expression assembled_isoforms total_map_mass skipped cufflinks Cufflinks genes_expression transcripts_expression assembled_isoforms total_map_mass skipped cufflinks Cuffcompare transcripts_accuracy input1_tmap input2_tmap transcripts_tracking transcripts_combined cuffcompare Cuffdiff isoforms_read_group genes_read_group cds_read_group tss_groups_read_group read_group_info run_info splicing_diff promoters_diff cds_diff cds_exp_fpkm_tracking cds_fpkm_tracking cds_count_tracking tss_groups_exp tss_groups_fpkm_tracking tss_groups_count_tracking genes_exp genes_fpkm_tracking genes_count_tracking isoforms_exp isoforms_fpkm_tracking isoforms_count_tracking output_cummerbund cuffdiff runtime parameter for tool TopHat for Illumina runtime parameter for tool TopHat for Illumina","[396, 573, 273]","[396, 26, 97]"
614,46d035f814a9b4f8.json,SavedAs_Galaxy project Coriell-NA12878_R1.fastq Input dataset Coriell-NA12878_R2.fastq Input dataset fastq_input fastq_input BWA-MEM bam_output bwa Coriell-NA12880_R1.fastq Input dataset fastq_input fastq_input BWA-MEM bam_output bwa Coriell-NA12880_R2.fastq Input dataset fastq_input fastq_input BWA-MEM bam_output bwa Coriell-NA12877_R1.fastq Input dataset Coriell-NA12877_R2.fastq Input dataset contaminants input_file limits FastQC html_file text_file fastqc contaminants input_file limits FastQC html_file text_file fastqc contaminants input_file limits FastQC html_file text_file fastqc contaminants input_file limits FastQC html_file text_file fastqc contaminants input_file limits FastQC html_file text_file fastqc contaminants input_file limits FastQC html_file text_file fastqc fastq_input fastq_input Map with BWA-MEM bam_output bwa fastq_input fastq_input Map with BWA-MEM bam_output bwa fastq_input fastq_input Map with BWA-MEM bam_output bwa contaminants input_file limits FastQC html_file text_file fastqc contaminants input_file limits FastQC html_file text_file fastqc contaminants input_file limits FastQC html_file text_file fastqc contaminants input_file limits FastQC html_file text_file fastqc contaminants input_file limits FastQC html_file text_file fastqc contaminants input_file limits FastQC html_file text_file fastqc inputFile AddOrReplaceReadGroups outFile picard inputFile AddOrReplaceReadGroups outFile picard inputFile AddOrReplaceReadGroups outFile picard inputFile MergeSamFiles outFile picard Filter out_file2 out_file1 bamtools_filter inputFile MarkDuplicates metrics_file outFile picard inputFile CleanSam outFile picard FreeBayes output_vcf freebayes input1 VCFfilter: out_file1 vcffilter input1 VCFfilter: out_file1 vcffilter input1 VCFfilter: out_file1 vcffilter input1 VCFfilter: out_file1 vcffilter input1 VCFfilter: out_file1 vcffilter input ANNOVAR Annotate VCF output table_annovar runtime parameter for tool BWA-MEM runtime parameter for tool BWA-MEM runtime parameter for tool BWA-MEM runtime parameter for tool BWA-MEM runtime parameter for tool BWA-MEM runtime parameter for tool BWA-MEM runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool Map with BWA-MEM runtime parameter for tool Map with BWA-MEM runtime parameter for tool Map with BWA-MEM runtime parameter for tool Map with BWA-MEM runtime parameter for tool Map with BWA-MEM runtime parameter for tool Map with BWA-MEM runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool FastQC runtime parameter for tool AddOrReplaceReadGroups runtime parameter for tool AddOrReplaceReadGroups runtime parameter for tool AddOrReplaceReadGroups runtime parameter for tool MergeSamFiles runtime parameter for tool MarkDuplicates runtime parameter for tool CleanSam runtime parameter for tool VCFfilter: runtime parameter for tool VCFfilter: runtime parameter for tool VCFfilter: runtime parameter for tool VCFfilter: runtime parameter for tool VCFfilter: runtime parameter for tool ANNOVAR Annotate VCF Coriell-NA12878_R1.fastq Coriell-NA12878_R2.fastq Coriell-NA12880_R1.fastq Coriell-NA12880_R2.fastq Coriell-NA12877_R1.fastq Coriell-NA12877_R2.fastq,"[933, 214, 553]","[933, 588, 214]"
